Origin,Qwen72B_High_Relevance,question_options,data_source_corr_x,Correct answer
ID1491,"1. An otherwise healthy white man in his 40s was referred to the cornea service for decreased vision in the setting of a white cataract in his left eye.   2. The patient reported the acute onset of foreign body sensation in his left eye while splitting wood 1 year prior.   3. He attended a hospital emergency department at that time and was diagnosed with a corneal abrasion and treated with topical antibiotics.   4. He stated that his vision initially returned to normal after treatment, but had subsequently worsened.   5. He complained of tearing, photophobia, and burning in the left eye.   6. The visual acuity was hand motions OS with a grossly constricted visual field by confrontation.   8. The anterior segment examination revealed mild edema of the cornea, a shallow anterior chamber, iris heterochromia (Figure 1A), and an intumescent white cataract with pigment deposition on the anterior lens capsule.   9. The cataract precluded visualization of the fundus.   10. B-scan ultrasonography did not reveal masses, retinal detachment, or foreign body (Figure 1B).  ","What Would You Do Next?  
A: Observation  
B: Computed tomography scan of the orbits without contrast  
C: Magnetic resonance imaging of the orbits without contrast  
D: Phacoemulsification with intraocular lens placement in the left eye",jama,B
ID1492,"1. A 42-year-old female presents to the ED with symptoms of recurring chest pressure accompanied by jaw pain radiation. 2. Her ECG demonstrates ST-segment elevation, while cardiac enzyme levels remain normal on both initial and follow-up testing hours later.","Given this patient's suspected diagnosis, which therapeutic combination would be most appropriate?

A. Aspirin, clopidogrel, beta blockers, and nitrates  
B. Aspirin and beta blockers  
C. Aspirin and clopidogrel  
D. Beta blockers, nitrates, and aspirin  
E. Statins and beta blockers  
F. Calcium channel blockers and nitrates  
G. Low molecular weight heparin and nitrates  
H. ACE inhibitors and aspirin  
I. Nitrates only  
J. Coronary stenting with dual antiplatelet therapy",medxpert,F
ID1494,"2. He first noticed the rash 2 weeks prior and he endorses intermittent itchiness from the rash. 7. On physical exam, his skin has the finding shown in Figure A. 8. Fine, lace-like white lines are also noted on the patient’s buccal mucosa.","Which of the following is the most likely diagnosis?

A. Atopic dermatitis  
B. Lichen planus  
C. Scabies  
D. Psoriasis",medbullets,B
ID1496,"1. A 35-year-old man is brought into the emergency department by ambulance for a stab wound to the left leg near the inguinal ligament.   4. His temperature is 98.6°F (37.0°C), pulse is 130, blood pressure is 85/50, and respirations are 22.   6. Pressure is removed from the wound, and pulsatile bleeding from the wound is noted.","Which of the following is the most appropriate next step in management?

A. Emergent surgical intervention  
B. Wound closure  
C. Observation  
D. CT scan of the left lower extremity",medbullets,A
ID1500,"3. After the scan is complete, the radiologist calls to report that the patient has a surgical sponge in her pelvis.   4. In a subsequent malpractice suit, the plaintiff establishes that the sponge could not have been left unless there was negligence.","The most appropriate term to represent the legal concept invoked by the patient is

A. collateral estoppel

B. proximate cause

C. res ipsa loquitur

D. respondeat superior",mmlu,C
ID1501,"1. A 40-year-old male with a history of four episodes of calcium-containing kidney stones over the past 4 years presents for follow-up one week after passing an unrecovered stone. 4. His 24-hour urine collection shows elevated sodium (190 mEq/24 hr), calcium (378 mg/24 hr), and oxalate (44 mg/24 hr), with low citrate (204 mg/24 hr) and alkaline pH (7.1).","Beyond lifestyle modifications including sodium restriction and increased fluid intake, which of the following is the most appropriate therapeutic intervention?

A. Start a low-calcium diet  
B. Initiate allopurinol  
C. Initiate bisphosphonate therapy  
D. Initiate furosemide  
E. Initiate potassium citrate  
F. Restrict dietary calcium  
G. Initiate acetazolamide  
H. Initiate sodium bicarbonate  
I. Recommend vitamin D supplementation  
J. Initiate chlorthalidone",medxpert,J
ID1504,1. A 35-year-old individual with trisomy 21 and a history of repaired partial atrioventricular septal defect (AVSD) is admitted due to the recent onset of atrial fibrillation with rapid ventricular conduction. 3. Physical examination reveals a prominent apical impulse and a grade III/VI harsh systolic ejection murmur at the upper sternal border. 4. Echocardiography demonstrates a mean left ventricular outflow tract (LVOT) gradient of 55 mm Hg at rest.,"Which therapeutic intervention is most appropriate for this patient?

A. Watchful waiting with serial echocardiography  
B. Administration of digoxin therapy  
C. Aortic balloon valvuloplasty  
D. Surgical outflow tract repair  
E. Chronic β-blockade therapy  
F. Percutaneous balloon valvuloplasty  
G. Alcohol septal ablation  
H. Dual antiplatelet therapy with aspirin and clopidogrel  
I. Transcatheter mitral valve replacement  
J. Catheter-based ablation of atrial fibrillation",medxpert,D
ID1505,"10. The results from the slitlamp examination showed numerous bilateral, peripheral light brown corneal opacities. 11. The opacities were located in the far posterior corneae and were present circumferentially (Figure, A). 12. There was no associated keratitis or corneal neovascularization. 13. Anterior segment optical coherence tomographic findings showed focal areas of hyperreflectivity anterior to the Descemet membrane. 14. Confocal microscopy revealed variably shaped, hyperreflective clusters of opacities just anterior to the endothelium (Figure, B). 16. A, Slitlamp photograph with arrowhead highlighting one of numerous bilateral peripheral, small corneal light brown opacities. 17. B, Confocal microscopic image captured at a slightly oblique angle illustrates normal endothelial cells (yellow arrowhead). 18. Just anterior to the endothelium, the drug deposit appears as variably shaped, hyperreflective clusters of opacities (white arrowhead).","What Would You Do Next?

A: Start treatment with topical corticosteroids  
B: Start treatment with topical antibiotics  
C: Plan a descemetorhexis and posterior cornea biopsy  
D: Reassure the patient and observe",jama,D
ID1506,"1. A 75-year-old woman comes to the office because she has band-like, burning pain in her right upper abdomen extending from the epigastrium around to the midline of the back.  ","Which of the following is the most likely diagnosis?

A. Acalculous cholecystitis

B. Chronic relapsing pancreatitis

C. Diverticulitis of the cecum

D. Herpes zoster",mmlu,D
ID1507,1. A 52-year-old female presents to the office with the complaint of greenish discharge from her left nipple. 4. Physical examination findings are normal except for the green discharge.,"The most likely cause of this patient's presenting complaint is

A. breast cancer

B. fibrocystic disease

C. mammary duct ectasia

D. pituitary adenoma",mmlu,C
ID1508,8. She has a vocabulary of 10-25 words that she uses in the form of 1 word commands.,"She can follow the command to “give me the ball and then close the door.” Which of the following is abnormal in this patient?

A. Fine motor skills  
B. Social and receptive language skills  
C. This child is developmentally normal  
D. Expressive language skills",medbullets,D
ID1513,"1. A 39-year-old woman presented to the emergency department with a 3-week history of worsening spasms in her axial and lower limb muscles and new-onset urinary retention. 2. Sudden episodes of painful involuntary spasms first appeared in her abdominal muscles 2 weeks after a cold. 3. Soon after, spasms spread to all of her axial muscles and both lower limbs. 4. These paroxysmal episodes lasted a few seconds, occurred up to 20 times a day, and were exacerbated by external stimuli. 5. There was no impairment of consciousness during the attacks. 9. Neurological examination results disclosed an abnormal mental status. 11. Motor system examination results revealed a symmetric and severe hypertonia and rigidity throughout her trunk and all 4 extremities. 12. Further notable occurrences were severe spasms (Figure, A; Video 1) and patella clonus associated with brisk deep tendon reflexes (Video 2). 13. She demonstrated marked myoclonus on tactile and acoustic stimulation. 14. Extensor plantar responses were present bilaterally. 18. Cerebrospinal fluid testing results revealed normal protein level and cell counts, as well as absent oligoclonal bands or evidence of infection. 19. Her paraneoplastic panel results were negative. 20. Cranial and spinal magnetic resonance imaging yielded no abnormalities.","What Is Your Diagnosis?

A: Progressive myoclonic epilepsies (PMEs)  
B: Faciobrachial dystonic seizures  
C: Creutzfeldt-Jakob disease (CJD)  
D: Progressive encephalomyelitis with rigidity and myoclonus (PERM)",jama,D
ID1515,"1. A 54-year-old woman comes to the office because she has had intermittent shooting pain over her right cheek and jaw during the past 3 weeks. 2. Each episode of pain lasts for 1 second or less. 3. The pain is often triggered by cold air, chewing, tactile stimulation, and brushing her teeth. 8. The patient cannot tolerate touch over the right side of the face.","Which of the following is the most appropriate pharmacotherapy at this time?

A. Carbamazepine

B. Lamotrigine

C. Levetiracetam

D. Topiramate",mmlu,A
