Origin,question_options,answer_corr,data_source_corr,New_Sentences
ID0669,"What Would You Do Next?  
A: OCT angiography  
B: Topical ocular hypotensive therapy  
C: Strabismus surgery  
D: Genetic testing",D,jama,
ID0472,"What Is Your Diagnosis?

A: Fusarium species infection  
B: Bartonella henselae infection  
C: Leukemia cutis  
D: Sweet syndrome",D,jama,"His white blood cell count was 1.8 × 103/µL (reference range, 4.5-11 × 103/µL; to convert to ×109/L, multiply by .001), and absolute neutrophil count was 246 cells/µL (reference range, 1520-6370 cells/µL). He had abruptly developed a painful eruption on his scalp, face, and left leg 24 hours prior to presentation after being scratched in these areas by his pet cat"
ID0093,"What Would You Do Next?

A: Initiate systemic corticosteroids  
B: Treat with an intraocular corticosteroid injection  
C: Evaluate for systemic infectious disease  
D: Begin administering intravenous acyclovir",C,jama,". Both eyes had normal pupillary responses, color vision, and intraocular pressures"
ID0364,"What Would You Do Next?

A: Computed tomography of the brain  
B: Indocyanine green angiography, fluorescein angiography, or both  
C: B-scan ultrasonography  
D: Autofluorescence",B,jama,
ID1308,"What Is Your Diagnosis?

A: Metastatic progression: proceed with irradiation  
B: Radiation recall myelopathy: continue steroids, discontinue doxorubicin  
C: Radiation necrosis: continue steroids, add bevacizumab  
D: Spinal cord infarct: underlying cause workup, supportive care",B,jama,A woman in her 60s was diagnosed with high-grade leiomyosarcoma of the uterus in 2017 for which she underwent total abdominal hysterectomy and bilateral salpingo-oophorectomy
ID1438,"What Is Your Diagnosis?

A: Neuromyelitis optica (Devic disease)  
B: Amyloidosis  
C: Susac syndrome  
D: Cobalt toxicity",D,jama,"At 5 months after initial presentation, the patient developed acute worsening of dyspnea and was admitted for respiratory distress."
ID1734,"What Is Your Diagnosis?

A: Cavernous lymphangioma  
B: Nodular basal cell carcinoma  
C: Squamous cell carcinoma  
D: Nodular melanoma",D,jama,.
ID1005,"What Is Your Diagnosis?

A: Gynecomastia  
B: Lipoma  
C: Carcinoma  
D: Epidermal inclusion cyst",C,jama,
ID0069,"What Would You Do Next?

A: Conduct genetic testing  
B: Perform urgent neuroimaging  
C: Start oral corticosteroids  
D: Discuss carefully observing vs surgical repair of the ptosis",D,jama,
ID1791,"What Would You Do Next?

A: Oral antibiotic treatment  
B: Surgical debulking  
C: Oral corticosteroid treatment and biopsy  
D: Corticosteroid-sparing immunosuppressive therapy",C,jama,.
ID1485,"What Is Your Diagnosis?

A: Multiple sclerosis  
B: Central nervous system lymphoma  
C: Autoimmune encephalitis  
D: Neurosarcoidosis",C,jama,
ID0779,"What Is Your Diagnosis?

A: Sarcoidosis and/or lymphoma syndrome  
B: Immunoglobulin G4-related disease  
C: Antimelanoma differentiation associated gene 5 clinically amyopathic dermatomyositis  
D: Systemic lupus erythematosus",C,jama,
ID1110,"What Would You Do Next?

A: Obtain a biopsy for hematoxylin-eosin stain
B: Obtain a biopsy for fungal culture
C: Treat with cryotherapy
D: Treat with pulsed dye laser therapy",A,jama,.
ID1121,"What Would You Do Next?

A: Reassurance and artificial tears  
B: Computed tomography of head  
C: Magnetic resonance imaging of brain and orbits  
D: Urgently refer to neurosurgery",C,jama,
ID0522,"What Is Your Diagnosis?

A: Secondary syphilis  
B: Lichen planus  
C: Lichenoid drug reaction  
D: Janeway lesions secondary to endocarditis",C,jama,
ID1505,"What Would You Do Next?

A: Start treatment with topical corticosteroids  
B: Start treatment with topical antibiotics  
C: Plan a descemetorhexis and posterior cornea biopsy  
D: Reassure the patient and observe",D,jama,". B, Confocal microscopic image captured at a slightly oblique angle illustrates normal endothelial cells (yellow arrowhead)."
ID0869,"What Is Your Diagnosis?

A: Fournier gangrene (necrotizing fasciitis of the perineum)  
B: Scrotal ulceration secondary to induction chemotherapy with ATRA  
C: Deep fungal infection  
D: Mycobacterial infection",B,jama,"A previously healthy man in his 30s presented with spontaneous bruising, epistaxis, and haematuria. As scrotal ulceration progressed, they enlarged and became necrotic with a black eschar."
ID0561,"What Is Your Diagnosis?

A: Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy  
B: Adrenoleukodystrophy  
C: Mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes  
D: Hereditary diffuse leukoencephalopathy with axonal spheroids",D,jama,There was no abnormal enhancement
ID0469,"What Would You Do Next?

A: Check antineutrophil cytoplasmic antibody (ANCA) titers  
B: Check chikungunya serology  
C: Obtain a transthoracic echocardiogram  
D: Order a urine nucleic acid amplification test for Chlamydia trachomatis",A,jama,
ID0746,"What Would You Do Next?

A: Perform transvitreous biopsy  
B: Begin oral corticosteroid therapy  
C: Check parathyroid hormone, vitamin D, and calcium levels  
D: Treat with plaque brachytherapy",C,jama,Confrontation visual fields revealed a deficit in the inferotemporal quadrant of the left eye
ID0368,"What Would You Do Next?

A: Perform conjunctival cultures on blood, chocolate, Löwenstein-Jensen, Sabouraud, and thioglycolate media before restarting antibiotic therapy  
B: Repeated computed tomography of orbits with contrast  
C: Provide reassurance that the diagnosis is typically self-limited  
D: Perform serologic testing for Bartonella henselae and Francisella tularensis",D,jama,
ID1321,"What Would You Do Next?

A: Perform nasolacrimal duct irrigation  
B: Explore, irrigate, and close the wound  
C: Order computed tomography of the head/facial bones  
D: Order magnetic resonance imaging of the head",C,jama,
ID1573,"What Would You Do Next?

A: Start oral nonsteroidal anti-inflammatory drug  
B: Start oral corticosteroids  
C: Laboratory work-up for infectious and autoimmune disease  
D: Start topical corticosteroids",C,jama,. The rest of the anterior segment examination was within normal limits without any evidence of intraocular inflammation. A 68-year-old man presented to the clinic with bilateral eye redness and pain for the past 6 months. Intraocular pressure was 12 mm Hg OD and 14 mm Hg OS
ID1893,"What Would You Do Next?

A: Pars plana vitrectomy with hyperemia of intravitreal antibiotics  
B: Treatment with topical and oral antibiotics  
C: Review and adjust systemic medications and treat with topical corticosteroids  
D: Treat with systemic and topical corticosteroids",C,jama,"Postoperatively, the patient initiated treatment with topical antibiotics and corticosteroids."
ID0982,"What Would You Do Next?

A: Order computed tomography angiography of the head to rule out aneurysmal compression of the left third cranial nerve  
B: Order magnetic resonance imaging of the brain to rule out a brainstem stroke  
C: Perform detailed review of systemic and topical medications  
D: Perform pharmacologic testing with apraclonidine to confirm Horner syndrome",C,jama,
ID1215,"What Is Your Diagnosis?

A: Pancreatitis panniculitis  
B: Malignant atrophic papulosis  
C: Systemic lupus erythematosus  
D: Lymphomatoid papulosis",B,jama,
ID0867,"What Would You Do Next?

A: Referral for transcranial magnetic stimulation  
B: Referral for outpatient exposure and response prevention therapy  
C: Referral for deep brain stimulation  
D: Pharmacotherapy with memantine augmentation of SSRI",B,jama,
ID1366,"What Is Your Diagnosis?

A: Colorectal cancer  
B: Testicular cancer  
C: Bladder cancer  
D: Lymphoma",B,jama,. A large left supraclavicular lymph node and left inguinal lymph node were also detected. A man in his 30s presented with abdominal pain associated with unintentional weight loss for 6 months
ID1464,"What Is Your Diagnosis?

A: Atypical hand-foot-mouth disease  
B: Disseminated zoster  
C: Erythema multiforme  
D: Leukocytoclastic vasculitis",A,jama,.
ID0710,"What Is Your Diagnosis?

A: Metastatic neuroendocrine carcinoma  
B: Metastatic gastrointestinal stromal tumor  
C: Metastatic testicular carcinoma  
D: Advanced desmoplastic small round cell tumor",D,jama,
ID0747,"What Would You Do Next?

A: Treat with oral corticosteroids  
B: Treat with methotrexate sodium  
C: Perform external beam radiotherapy to the orbit  
D: Perform a second lacrimal gland biopsy",D,jama,
ID0302,"What Is Your Diagnosis?

A: Ulcerative colitis flare  
B: Conversion to Crohn disease  
C: Adenocarcinoma  
D: Lymphoma",C,jama,
ID0186,"What Would You Do Next?

A: Prescribe laboratory testing to investigate causes of intraocular inflammation  
B: Genetic testing to rule out pattern dystrophy  
C: Genetic testing to rule out a mitochondrial disease  
D: Genetic testing to rule out Stargardt disease",C,jama,
ID0703,"What Would You Do Next?

A: Obtain blood cultures  
B: Initiate antiviral therapy with valacyclovir  
C: Prescribe an oral antihistamine agent  
D: Prescribe a topical corticosteroid cream",B,jama,
ID1290,"What Would You Do Next?

A: Observe or perform laser photocoagulation to areas of peripheral retinal nonperfusion  
B: Administer intravitreal anti–vascular endothelial growth factor therapy again  
C: Administer combined intravitreal anti–vascular endothelial growth factor therapy and laser photocoagulation to areas of nonperfusion  
D: Perform pars plana vitrectomy",A,jama,
ID1014,"What Is Your Diagnosis?

A: Thymoma  
B: Thymolipoma  
C: Mediastinal lipomatosis  
D: Myelolipoma",B,jama,.
ID1403,"What Would You Do Next?

A: Intravitreal triamcinolone  
B: Quantiferon and rapid plasma reagin tests and chest radiography  
C: Human leukocyte antigen genotyping  
D: A pars plana vitrectomy with a chorioretinal biopsy",B,jama,
ID1273,"What Would You Do Next?

A: Order a bone marrow biopsy  
B: Administer prothrombin complex concentrate  
C: Initiate vitamin C supplementation  
D: Order additional coagulation tests (thrombin time, platelet function assay)",C,jama,
ID1807,"What Is Your Diagnosis?

A: Reactive granulomatous disorder  
B: Posttransplantation lymphoproliferative disorder  
C: Deep fungal infection  
D: Cutaneous T-cell lymphoma",B,jama,". A 4-mm punch biopsy specimen was obtained for histopathological evaluation (Figure 1B and C) and bacterial and fungal cultures.A, Confluent, indurated, violaceous papules and plaques coalescing into an annular pattern encircling the well-healed orthotopic liver transplant incisional scar"
