Origin,question_options,answer_corr,data_source_corr,New_Sentences
ID0609,"What Would You Do Next?

A: Initiate empirical treatment with a topical steroid  
B: Initiate photodynamic therapy  
C: Order computed tomography imaging of the chest, abdomen, and pelvis  
D: Order a human immunodeficiency virus (HIV) test",D,jama,"Right, Erythematous patches with sharply demarcated borders.Order computed tomography imaging of the chest, abdomen, and pelvis The skin lesion was biopsied, and results are pending.Left, Erythematous nodules on neck and torso (inset, close view) During this period, he had been seen by his primary care physician as well as by hematology, dermatology, and cardiology specialists, who had told the patient his lesions were ecchymoses secondary to warfarin anticoagulation.The patient had no history of malignancy or exposure to communicable diseases He experienced a 15.8-kg weight loss during the past few months but denied any fevers or night sweats The remainder of the physical examination was unremarkable."
ID1079,"What Would You Do Next?  
A: Perform skeletal survey  
B: Perform lumbar puncture with patient in upright position to measure opening pressure and examine cerebrospinal fluid (CSF) components  
C: Order magnetic resonance imaging (MRI) or magnetic resonance venography (MRV) of the brain and orbits  
D: Perform serum and urine protein electrophoresis",C,jama,"Findings from a plain computed tomography (CT) scan of the head were normal apart from multiple bony sclerotic lesions seen in the calvarium, skull base, and C1 vertebra.Optic nerve photographs demonstrating severe bilateral optic disc edema with peripapillary hemorrhages.Perform lumbar puncture with patient in upright position to measure opening pressure and examine cerebrospinal fluid (CSF) componentsOrder magnetic resonance imaging (MRI) or magnetic resonance venography (MRV) of the brain and orbits Past medical history was significant only for well-controlled hypertension treated with irbesartan (300 mg daily) and poor vision in the left eye for many years attributable to presumed inactive ocular histoplasmosis.On presentation, the patient appeared well, with blood pressure of 140/70 mm Hg and a regular heart rate of 75/min."
ID1035,"What Would You Do Next?

A: Examine for infestation with scabies  
B: Obtain complete blood cell count and creatinine level  
C: Perform skin biopsy and direct immunofluorescence  
D: Obtain a chest radiograph",C,jama,"A few possible burrows were noted on his wrists.Grouped papules, vesicles, and erosions of chest and elbow extensors (left) and back (right; inset is a close-up view).Obtain complete blood cell count and creatinine level An 82-year-old man presented with intractable pruritus of several months’ duration and a skin eruption."
ID1017,"What Is Your Diagnosis?

A: Congenital cyst  
B: Splenic abscess  
C: Cystic metastasis to the spleen  
D: Echinococcal disease",D,jama,"Results of a CT scan were remarkable for a 9.7 × 9.0 × 10.5-cm anterior cyst and a smaller posterior cyst measuring 4.6 × 4.7 × 3.8 cm, both with rim calcifications (Figure 1).A large splenic cyst with calcified capsule is present in the anterior aspect of the spleen, with a smaller cyst in the posterior aspect of the spleen, also with calcified capsule Arrowheads indicate the location of the cysts."
ID1398,"What Would You Do Next?  
A: Obtain blood cultures and empirically treat with intravenous vancomycin  
B: Perform a herpes simplex virus/varicella zoster virus direct fluorescent antibody test and empirically treat with valacyclovir  
C: Obtain antineutrophilic cytoplasmic antibodies (ANCA) titers  
D: Start a high-potency topical steroid",C,jama,"Laboratory values are notable for a leukocyte count of 15 700 cells/µL, with 38% eosinophils (absolute count, 5950 cells/µL; normal, <350) Right, Purpuric plaque on the right medial ankle and dorsal foot, with central vesicles.On examination, the patient’s vital signs are normal His medications include albuterol inhaler, fluticasone-salmeterol inhaler, guaifenesin, and loratadine.Left, Axial computed tomography scan of the chest revealing mild bronchiectasis and ground glass inflammation The rash is tender to palpation, and there is associated nonpitting edema of the right foot and ankle."
ID1459,"What Would You Do Next?

A: Discontinue treatment with chloroquine  
B: Reassure and observe  
C: Treat with intravitreous corticosteroids  
D: Examine family members for macular dystrophy",A,jama,"Color vision testing revealed red-green deficiencies in both eyes.Advanced chloroquine retinopathy A 56-year-old man with systemic lupus erythematosus was taking chloroquine for 7 years (2.6 mg/kg daily; cumulative dose, 332 g) Dilated ophthalmoscopy revealed a hypopigmented zone in the parafoveal macula (Figure)."
ID1986,"What Would You Do Next?

A: Administer valacyclovir  
B: Discontinue all cosmetics  
C: Discontinue ibuprofen  
D: Administer antibiotics",C,jama,There were tense confluent blisters in a 4-cm area on and around the lower lip (Figure 1) and no other skin or mucosal lesions.Tense confluent blisters on the lower lip area .
ID1918,"What Is Your Diagnosis?

A: Levamisole-induced vasculopathy  
B: Mixed cryoglobulinemia  
C: Propylthiouracil-induced hypersensitivity vasculitis  
D: Septic vasculitis",C,jama,"Findings from laboratory tests, including a hypercoagulability workup, complete blood cell count, comprehensive metabolic panel, urinalysis, cryoglobulins, cytoplasmic antineutrophil cytoplasmic antibodies, and complement levels were all unremarkable."
ID1769,"What Would You Do Next?

A: Administer hyperfocal cryotherapy to the eyelid nodules  
B: Start D-penicillamine therapy  
C: Perform an eyelid nodule biopsy  
D: Assess for enlarged tongue with decreased motility",C,jama,Findings from the remainder of the ocular examination were unremarkable.Clinical appearance of eyelid margin nodules in the older brother There were no other corneal findings.
ID0471,"What Is Your Diagnosis?

A: Pyoderma gangrenosum  
B: Squamous cell carcinoma  
C: Cutaneous aspergillosis  
D: Cutaneous mucormycosis",D,jama,"An incisional biopsy at the edge of the eschar was performed, and a specimen was sent for pathological evaluation (Figure, B-D).A, Clinical photograph of a nonhealing ulcer with central eschar on the right forearm B-D, Histopathologic images."
ID0334,"What Would You Do Next?

A: Stop atorvastatin secondary to statin-associated hepatitis  
B: Continue prednisone and azathioprine for autoimmune hepatitis  
C: Check a rapid plasma reagin (RPR) test  
D: Biopsy the skin lesions",C,jama,"Physical examination was otherwise normal.Left, Pigmented, macular rash on palmar surface of left hand Right, Pigmented, macular rash on plantar surface of left foot Shortly thereafter he developed fever to 38.9°C and a macular rash that involved his palms and soles (Figure) ."
ID1887,"What Would You Do Next?

A: Continue observation  
B: Prescribe propranolol hydrochloride  
C: Excise the lesion  
D: Perform curettage of the lesion",C,jama,"The parents reported that the patient had started to rub his eyelid intermittently, causing irritation and a minimal amount of associated bleeding.Lesion on the right lower eyelid of an 11-month-old patient On examination 1 month later, the papule had grown slightly, with a 1 × 1–mm area of ulceration Findings from external examination were significant for a single 3 × 2 × 2–mm, red-brown, raised, solid, fixed papule at the center of the lower eyelid margin His medication regimen included a pediatric multivitamin."
ID1970,"What Would You Do Next?

A: Order a heterophile antibody test  
B: Perform a bone marrow biopsy  
C: Start cytarabine and daunorubicin chemotherapy  
D: Order leukapheresis",B,jama,Hemoglobin level was 11.7 g/dL and platelet count was 290 000 (Figure 1).
ID1077,"What Would You Do Next?

A: Obtain evoked potentials  
B: Obtain electromyography (EMG)  
C: Check thiamine levels and start oral supplementation  
D: Obtain a whole-body fluorodeoxyglucose positron emission tomography (FDG-PET)/CT scan and paraneoplastic antibody evaluation",D,jama,"This modal can be closed by pressing the Escape key or activating the close button.Obtain a whole-body fluorodeoxyglucose positron emission tomography (FDG-PET)/CT scan and paraneoplastic antibody evaluation Pleural thickening was seen on routine chest radiography; chest computed tomography (CT) revealed mediastinal lymphadenopathy, subcentimeter pulmonary nodules, and calcified pleural plaques.A, Right fourth cranial nerve palsy Medications included metoprolol and aspirin."
ID1101,"What Would You Do Next?

A: Obtain bacterial and mycobacterial cultures of ulcerated area and pursue treatment with a longer course of antibiotics  
B: Perform a skin biopsy for histopathologic examination  
C: Obtain a computed tomography (CT) scan of the chest and abdomen  
D: Check the patient’s human immunodeficiency virus (HIV) status",C,jama,"She had no history of radiation therapy.On physical examination she was well-appearing and afebrile, with normal vital signs No lymphadenopathy or other skin lesions were noted.Obtain bacterial and mycobacterial cultures of ulcerated area and pursue treatment with a longer course of antibioticsObtain a computed tomography (CT) scan of the chest and abdomenCheck the patient’s human immunodeficiency virus (HIV) status Two months prior to presentation this lesion became painful and enlarged, without improvement with triamcinolone cream or oral antibiotics."
ID1959,"What Is Your Diagnosis?  
A: Endogenous endophthalmitis  
B: HLA-B27 uveitis  
C: Herpes simplex uveitis  
D: Leukemia relapse",D,jama,"However, remission was successfully induced with mitoxantrone hydrochloride and etoposide therapy, as confirmed by bone marrow biopsy, and he was prescribed continuing melphalan therapy on an outpatient basis.Three days prior to presentation, the patient on awakening noticed an acute onset of blurred vision in his left eye without any pain, photophobia, diplopia, vision loss, or floaters B, Left eye with 1.5-mm hypopyon mixed with hemorrhage and small iris surface hemorrhages and presumed infiltration A, Right eye with 0.5-mm hypopyon with small hemorrhages on the iris surface and presumed infiltration In the left eye, examination demonstrated a 1.5-mm hypopyon mixed with hemorrhage, 1+ cells in the anterior chamber, and small hemorrhages on the iris surface (Figure 1B) Dilated fundoscopic examination had unremarkable results bilaterally, with no retinal hemorrhages or optic disc swelling.Color slitlamp photographs illustrating bilateral hypopyon (black arrowheads) with iris surface hemorrhages (white arrowheads) Intraocular pressure was elevated bilaterally, measuring 29 mm Hg in the right eye and 41 mm Hg in the left.Slitlamp examination of the right eye revealed a 0.5-mm hypopyon with small hemorrhages on the iris surface (Figure 1A)."
